Loading data from data/history/banknifty_spot_m1.json...
Loaded 7513 candles.
Running Replay...
📊 Strategy Scan: Price=59194.90, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59186.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59192.35, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59163.95, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59133.25, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59070.15, Score=-3.0 (Mom=-1.5, Str=0.0)
🚀 SIGNAL CREATED: BUY_PE | Score: -3.0
📊 Strategy Scan: Price=59119.30, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59085.65, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59085.65, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59125.80, Score=0.5 (Mom=0.5, Str=0.0)
📊 Strategy Scan: Price=59116.00, Score=0.5 (Mom=0.5, Str=0.0)
📊 Strategy Scan: Price=59124.55, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59143.95, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59139.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59161.60, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59137.80, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59134.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59134.90, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59159.30, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59157.55, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59170.65, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59161.15, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59153.60, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59159.65, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59142.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59158.50, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59167.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59151.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59133.10, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59129.50, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59152.95, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59139.10, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59123.55, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59105.70, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59109.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59098.45, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59104.45, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59098.00, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59094.55, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59099.50, Score=0.0 (Mom=0.0, Str=0.0)
